,YEAR,MONTH,COUNTRY,SITUATION,FORECAST,REGION
5565,2007,MAR,ERITREA,"A late report indicated that ground control operations were carried out against hopper bands and groups of adults on the Red Sea coastal plains between Massawa (1537N/3928E) and the Sudanese border, treating 8,700 ha in January and 7,756 ha in February. Additional hatching was also reported during January and February.During March, ground control operations continued along the Red Sea coastal plains between Shib (1551N/3903E) and Mehimet (1723N/3833E) primarily against fourth and fifth instar hopper bands. Many of the infestations started to fledge and become immature adults bymid-month. By the third week, the situation improved in these areas but remained serious further north where late instar hopper bands, at densities of several hundred hoppers/m2, were present in mllet along a 50 km stretch (5,000 ha) of Wadi Falkat between Mehimet and the coast. Groups of recently fledged adults were forming small immature swarms on the plains between W. Falkat and the Sudanese border within an area of about 160,000 ha. During the remainder of the month, ground control operations focused on these infestations. Further details are awaited as no reports have been received after 19 March. Aerial operations commenced on the 27th and treated 1,740 ha until the end of the  month.  ","Small immature swarms will form early in the forecast period and are expected to emigrate as vegetation continues to dry out. Some of the swarms are likely to movefurther north along the coast to Sudan while others could movewest into the highlands. Once in the highlands, the swarms my stay there for several weeks or they could moveirrigated agriculture in the western lowlands (Gash Barka). There is a risk that a few small swarms could also appear in these areas from current infestations in northwest Somalia.",CENTRAL REGION
5566,2007,MAR,ETHIOPIA,"On 19 March, a small immature swarm of about one hectare in size was seen near Aysha (1045N/4234E) moving towards the interior. The swarm probably came from the northwest coast of Somalia. On the 23rd, an immature swarm of about 50 ha was reported near the Somali border at Degego (1029N/4233E), and there was an unconfirmed report of a mch larger swarm between Jijiga (0922N/4250E) and the Somali border.","A few ()more() small swarms are likely to appear between Jijiga and Dire Dawa from neighbouring areas in northern Somalia. If so, these swarms could continue north into the highlands of Amhara and Tigray.",CENTRAL REGION
5567,2007,MAR,DJIBOUTI,No reports were received during March.,There is a slight risk of a few small swarms arriving early in the forecast period from adjacent areas of northwest Somalia. All efforts should be made to monitor the situation closely.,CENTRAL REGION
5568,2007,MAR,SOMALIA,"During March, small third to fifth instar hopper bands, and immature and mature swarms were reported on the northwest coast near Djibouti in a relatively small and concentrated area near Silil (1058N/4326E). At the end of the  month, scattered immature adults were seen further east along the coast near Lughaye (1041N/4356E) and about 50 km east of Berbera (1028N/4502E). There was also an unconfirmed report of a swarm near Boroma (0956N/4313E).","A few ()more() small swarms could form on the northwest coast and moveeast along the coast or towards the plateau and the Ethiopian border, or remain on the northwest coast, mature and lay eggs in areas of recent rainfall. If laying occurs, hatching is expected by the end of April and fledging by the end of May. All efforts should be made to mnitor the situation closely.",CENTRAL REGION
5569,2007,MAR,EGYPT,"At the end of March, isolated hoppers of all instars and maturing solitarious adults were seen at a few places on the Red Sea coast between Abu Ramad (2224N/3624E) and the Sudanese border. No locusts were seen during surveys in Wadi Diib, along Lake Nasser or in the Western Desert at Sh Oweinat (2219N/2845E).",Small-scale breeding is expected to end on the Red Sea coastal plains between Shlatyn and the Sudanese border. There is a low risk of adults and perhaps a few small swarms arriving in Upper Egypt from the Red Sea coast near the Sudanese/Eritrean border or from the eastern side of the Red Sea.,CENTRAL REGION
5570,2007,MAR,SAUDI ARABIA,"During March, small-scale breeding continued along the central coast of the Red Sea between Lith (2008N/4016E) and Qunfidah (1909N/4107E) for the third consecutive  month. Scattered solitarious and transiens hoppers of all instars and maturing adults were present. Although densities were relatively low, some of the adults were forming small groups. During the last week of the  month, there were six reports of swarms: Rabigh (2247N/3901E) on the 23rd, Lith on the 24th and again on from 26th to the 28th, and near Jeddah on the 25th. The swarms varied in size from 1,000 to 2,000 ha at densities of up to 10 adults/m2. All of the swarms were laying eggs. These swarms were probably from local infestations that had mved along the coast. Scattered adults were also seen in the Asir Mountains suggesting that some locusts were starting to movetowards the spring breeding areas in the central interior. Both mvements probably occurred on winds associated with a storm over the central interior on the 26th. No locusts were reported elsewhere on the Red Sea coastal plains or in the interior. Control teams treated 7,740 ha during March, minly between Lith and Qunfidah, including barrier treatments by ground and aerial operations near Lith from 27 March onwards.","Hatching is likely to occur during the second week of April in those places on the coast where swarms were seen laying eggs in March. If so, hoppers could form small bands, fledge bymid-May and form small swarms. Adults and perhaps a few small swarms could appear in the spring breeding areas in the central and lay eggs in areas of recent rainfall that should hatch by the end of April. The resulting hoppers could form small groups or bands, and fledge in late May. There is a low risk that a few adult groups and small swarms could appear in coastal or interior areas from the western side of the Red Sea in April. All efforts should be made to mnitor the situation closely.",CENTRAL REGION
5571,2007,MAR,YEMEN,"During March, scattered immature and mature solitarious adults were present on the Red Sea coastal plains near Hodeidah (1450N/4258E), Al Zuhrah (1541N/4300E) and Midi (1619N/4248E). On the southern coast, small-scale breeding occurred for the second consecutive  month east of Aden near Zinjibar (1306N/4523E) where low numbers of second to fifth instar solitarious and transiens hoppers, at densities of 5-10 hoppers/m2, were mxed with scattered maturing solitarious adults.","Locusts my appear in the summer breeding areas in the interior where they could mature and lay eggs in areas of recent rainfall. There is a low to moderate risk of a few small swarms arriving in these areas from northern Somalia. Unless further rainfall occurs, locust numbers are expected to decline on the Red Sea coastal plains. All efforts should be made to mnitor the situation closely, especially in the interior desert areas.",CENTRAL REGION
5572,2007,MAR,OMAN,"No locusts were seen during surveys carried out on the Batinah coast, on the Musandam Peninsula and in the northern interior regions of Dakhalia, Dahera and Sharqiya during March.",No significant developments are likely.,CENTRAL REGION
5573,2007,MAR,BAHRAIN,,No significant developments are likely.,CENTRAL REGION
5574,2007,MAR,IRAQ,,No significant developments are likely.,CENTRAL REGION
5575,2007,MAR,ISRAEL,,No significant developments are likely.,CENTRAL REGION
5576,2007,MAR,JORDAN,,No significant developments are likely.,CENTRAL REGION
5577,2007,MAR,KENYA,,No significant developments are likely.,CENTRAL REGION
5578,2007,MAR,KUWAIT,,No significant developments are likely.,CENTRAL REGION
5579,2007,MAR,LEBANON,,No significant developments are likely.,CENTRAL REGION
5580,2007,MAR,PALESTINE,,No significant developments are likely.,CENTRAL REGION
5581,2007,MAR,QATAR,,No significant developments are likely.,CENTRAL REGION
5582,2007,MAR,SYRIA,,No significant developments are likely.,CENTRAL REGION
5583,2007,MAR,TANZANIA,,No significant developments are likely.,CENTRAL REGION
5584,2007,MAR,TURKEY,,No significant developments are likely.,CENTRAL REGION
5585,2007,MAR,UAE,,No significant developments are likely.,CENTRAL REGION
5586,2007,MAR,UGANDA,,No significant developments are likely.,CENTRAL REGION
5587,2007,MAR,IRAN,No locusts were seen during surveys carried out in Sistan-Baluchistan province on the coast near Chabahar (2517N/6036E) and in the interior west of Iranshahr (2715N/6141E) on 25 March.,Scattered adults are likely to be present and breeding on a small-scale in areas of recent rainfall along the southeastern coast between Jask and s  Gwatar as well as in the interior of Jaz Murian and Iranshahr. There is a low risk of adults and perhaps a few small swarms arriving from the west.,EASTERN REGION
5588,2007,MAR,PAKISTAN,"During March, isolated mature solitarious adults were present at two places in the spring breeding areas near Turbat (2600N/6303E) in Baluchistan. Small-scale breeding occurred on the coast between Gwadar (2508N/6219E) and Ormara (2512N/6438E) and control teams treated 50 ha of first to third instar hopper groups at the end of the  month. ",Small-scale breeding will cause locust numbers to increase in coastal and interior areas of Baluchistan. There is a slight risk of adults and perhaps a few swarms arriving from the west or southwest and laying eggs during the forecast period.,EASTERN REGION
5589,2007,MAR,INDIA,No locusts were seen during surveys carried out in Rajasthan and the Rann of Kutch during March.,No significant developments are likely.,EASTERN REGION
5590,2007,MAR,AFGHANISTAN,No reports received.,No significant developments are likely.,EASTERN REGION
5591,2007,MAY,MAURITANIA,No reports were received in May.,Scattered adults are expected to appear in the summer breeding areas in the south and small-scale breeding should commence with the onset of the seasonal rains.,WESTERN REGION
5592,2007,MAY,MALI,Nomads reported that a few isolated adults were present in the extreme north of the Adrar des Iforas near the Algerian border in W. Inabsar (2013N/0014E) and W. Takorkat (2030N/0036E) in early May.,Scattered adults are expected to appear in the summer breeding areas in the northeast and small-scale breeding should commence with the onset of the seasonal rains.,WESTERN REGION
5593,2007,MAY,NIGER,Isolated immature adults were seen at two places in the southeast between Zinder (1346N/0858E) and Diffa (1318N/1236E) at the end of May.,Scattered adults are expected to appear in the summer breeding areas in Tamesna and small-scale breeding should commence with the onset of the seasonal rains.,WESTERN REGION
